# Last workflow run on (ET): 2025-08-27 14:27:53
NID,Title,URL,Organization,Product,Issue,"What you should do",Category,"Recall class","Last updated",Archived
75007,"Bell Soquel Youth Helmets recalled due to injury hazard ",https://recalls-rappels.canada.ca/en/alert-recall/bell-soquel-youth-helmets-recalled-due-injury-hazard,"Consumer product safety","Bell Soquel Youth Helmets","Injury hazard","Consumers should immediately stop using the recalled Bell Soquel Youth Helmets and contact Bell Sports for a refund.For more information, consumers can contact Bell Sports by telephone at (800) 456-2355 (option 3), Monday through Friday, from 8 a.m. and 5 p.m. CT, by email at consumersupport-bell@bellhelmets.com &nbsp;or visit the company website www.thebellgarage.com.Joint recall with Health Canada, the United States Consumer Product Safety Commission (US CPSC) and Bell Sports.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.","Sports and fitness",,2024-02-15,0
75033,"Char-Broil Digital Electric Smokers Recalled due to Potential Electric Shock Hazard ",https://recalls-rappels.canada.ca/en/alert-recall/char-broil-digital-electric-smokers-recalled-due-potential-electric-shock-hazard,"Consumer product safety","Char-Broil Digital Electric Smokers","Electrical hazard","Consumers should immediately stop using the recalled Char-Broil Electric Smokers and contact Char-Broil for a repair kit. The repair kit consists of a Ground Fault Circuit Interrupter (“GFCI”) plug (also known as a “pigtail”), a clamshell enclosure to secure the GFCI pigtail and a cable clamp. Instructions for installing each of these repair kit items will also be provided.For more information, consumers can contact Char-Broil by telephone at 1-833-206-4647 from 9:00 a.m. to 7:00 p.m. ET, Monday through Friday, by email at recall@charbroil.com or visit the company website.Joint recall with Health Canada, the United States Consumer Product Safety Commission (US CPSC) and Char-Broil LLC.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls",Appliances,,2024-02-15,0
75072,"WellCann Intl. Inc. recalls two lots of BonBon Turkish Delight - Lokum edible cannabis",https://recalls-rappels.canada.ca/en/alert-recall/wellcann-intl-inc-recalls-two-lots-bonbon-turkish-delight-lokum-edible-cannabis,"Controlled substances and cannabis","BonBon Turkish Delight - Lokum edible cannabis, Lots WCTD231127 and WCTD240108","Microbial contamination","Consumers should immediately stop using this product. Consumers can return the product to the retailer where the product was purchased, or dispose of the product. Opened product should be disposed of safely and out of the reach of children and young persons.Health Canada would like to remind Canadians to report any health or safety complaints related to the use of this cannabis product or any other cannabis product by filling out the online complaint form.",Cannabis,,2024-02-15,0
75073,"Care Plus Incubator",https://recalls-rappels.canada.ca/en/alert-recall/care-plus-incubator,"Medical devices","Care Plus Incubator",Performance,,"Obstetrics and gynaecology","Type II",2024-02-15,0
75074,"Synapse Picture Archiving And Communications Systems",https://recalls-rappels.canada.ca/en/alert-recall/synapse-picture-archiving-and-communications-systems,"Medical devices","Synapse Picture Archiving And Communications Systems",Performance,,Radiology,"Type II",2024-02-15,0
75075,"Access System - Total T4 Assay",https://recalls-rappels.canada.ca/en/alert-recall/access-system-total-t4-assay,"Medical devices","Access System - Total T4 Assay",Performance,,Chemistry,"Type II",2024-02-15,0
75084,"Red Tea Room brand Cookie recalled due to undeclared peanut",https://recalls-rappels.canada.ca/en/alert-recall/red-tea-room-brand-cookie-recalled-due-undeclared-peanut,CFIA,Cookie,Peanut,"What you should doCheck to see if you have recalled productsDo not consume recalled products to which you are allergic or sensitive as they may cause a serious or life-threatening reactionDo not serve, use, sell or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedLearn more:Learn more about common food allergiesSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Candy, confectionary, snacks and sweeteners","Class 2",2024-02-15,0
75086,"Modhani brand Paneer recalled due to generic E. coli",https://recalls-rappels.canada.ca/en/alert-recall/modhani-brand-paneer-recalled-due-generic-e-coli,CFIA,Paneer,"E. Coli - non-pathogenic",,Dairy,"Class 2",2024-02-15,0
72595,"Transport Canada Recall - 2023005 - MANAC",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2023005-manac,TC,"Heavy Trailer recalled by MANAC",Structure,,"Heavy Trailer",,2024-02-14,0
75048,"USB Charger Adapter recalled due to electric shock hazard",https://recalls-rappels.canada.ca/en/alert-recall/usb-charger-adapter-recalled-due-electric-shock-hazard,"Consumer product safety","USB Charger Adapter","Electrical hazard","Consumers should immediately stop using the recalled USB Charger Adapter, dispose of the product in accordance with municipal electronic waste requirements and contact Temu for a refund.For more information, consumers can contact Temu by visiting the company ""Support Centre"" website https://www.temu.com/support-center.html. Affected customers may also log in to their Temu account to identify detailed information of the recall by referring to the “Your Recalls and Product Safety Alerts” page.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Electronics,,2024-02-14,0
75068,"Ambu Aview 2 Advance",https://recalls-rappels.canada.ca/en/alert-recall/ambu-aview-2-advance-0,"Medical devices","Ambu Aview 2 Advance",Performance,,"General hospital and personal use","Type II",2024-02-14,0
75070,Novothor,https://recalls-rappels.canada.ca/en/alert-recall/novothor,"Medical devices",Novothor,Performance,,"Physical medicine","Type II",2024-02-14,0
65009,"Transport Canada Recall - 2022073 - FORD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2022073-ford,TC,"Light Truck & Van recalled by FORD",Steering,,"Chassis Cab - Light Truck & Van - Truck - Med. & H.D.",,2024-02-13,0
75065,"Neonatal, Nasal Cannula With Curved Prongs And Tube, 2.1m",https://recalls-rappels.canada.ca/en/alert-recall/neonatal-nasal-cannula-curved-prongs-and-tube-21m,"Medical devices","Neonatal, Nasal Cannula With Curved Prongs And Tube, 2.1m",Performance,,Anaesthesiology,"Type II",2024-02-13,0
75066,"Panther System",https://recalls-rappels.canada.ca/en/alert-recall/panther-system,"Medical devices","Panther System",Performance,,Chemistry,"Type II",2024-02-13,0
75067,"Duet External Drainage And Monitoring Systems",https://recalls-rappels.canada.ca/en/alert-recall/duet-external-drainage-and-monitoring-systems,"Medical devices","Duet External Drainage And Monitoring Systems",Performance,,Neurology,"Type II",2024-02-13,0
75077,"Belazu brand Vegan Basil Pesto - Genovese Style recalled due to improperly declared pine nut",https://recalls-rappels.canada.ca/en/alert-recall/belazu-brand-vegan-basil-pesto-genovese-style-recalled-due-improperly-declared-pine,CFIA,"Vegan Basil Pesto - Genovese Style","Tree nut",,Condiments,"Class 2",2024-02-13,0
64781,"Transport Canada Recall - 2022303 - FIAT CHRYSLER AUTOMOBILES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2022303-fiat-chrysler-automobiles,TC,"SUV recalled by FIAT CHRYSLER AUTOMOBILES","Fuel supply",,"Light Truck & Van - SUV",,2024-02-12,0
75058,"Health Canada warns about unregistered insecticides in the marketplace",https://recalls-rappels.canada.ca/en/alert-recall/health-canada-warns-about-unregistered-insecticides-marketplace,"Communications and Public Affairs Branch","Unregistered insecticides such as ""Sniper 1000EC DDVP,"" ""Lava 100% EC"" and ""NOPEST"". These contain the insecticide dichlorvos at levels that pose a significant risk to human health.","Chemical hazard - Unauthorized products - Product safety - Unauthorized product","Do not purchase, import, sell or use these products.If you are in possession of one of these products, safely dispose of it in accordance with your provincial and/or municipal guidelines for the disposal of hazardous waste.Only purchase insecticides that have been registered by Health Canada with a PCPA registration number identified on the product label. This code has up to five digits, for example: Registration No. 12345 Pest Control Products Act. To know if a product is registered, visit the Pesticide Product Information Database. Read and follow all directions on the product label.You are encouraged to report any non-compliant products, including unregistered dichlorvos insecticides, found in the Canadian marketplace to Health Canada by contacting the Pesticide Compliance Program (pcp-pcp@hc-sc.gc.ca).If you're suffering from a side effect or injury which you think may be related to this product, contact your doctor or provincial poison control centre.","Specialized products",,2024-02-12,0
72530,"Kit Cobas 6800/8800  Sars-Cov-2/Flu",https://recalls-rappels.canada.ca/en/alert-recall/kit-cobas-68008800-sars-cov-2flu,"Medical devices","Kit Cobas 6800/8800  Sars-Cov-2/Flu",Performance,,Pathology,"Type II",2024-02-09,0
74830,"Expanded Recall: Olmitos Baby Walkers recalled due to potential injury hazard",https://recalls-rappels.canada.ca/en/alert-recall/expanded-recall-olmitos-baby-walkers-recalled-due-potential-injury-hazard,"Consumer product safety",Olmitos,"Injury hazard","Consumers should immediately stop using the recalled product and safely dispose of it in such a way that it cannot be used again or return the product to TradeInn.com for a refund. For more information, consumers can contact TradeInn.com by email at support@tradeinn.com for instructions to return the product for a refund.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Other,,2024-02-09,0
